index	qualified name	API description	sentence pattern	revised API description	is_consensus	"raw verb (""/"" if don't have verbs)"	"revised verb (""/"" if don't have verbs)"	functionality category of new verb (index)	"is functionality description? (1 for false, 0 for true)"	"new verb (""/"" if don't have verbs) by annotator1"	"new verb (""/"" if don't have verbs) by annotator2"	revised API description by annotator 1	revised API description by annotator 2
214	java.util.concurrent.CompletableFuture.allOf(java.util.concurrent.CompletableFuture<?>)	Returns a new CompletableFuture that is completed when all of the given CompletableFutures complete.	VERB - NOUN	create a new CompletableFuture that is completed when all of the given CompletableFutures complete.	0	return	create	6	0	create	get	create a new CompletableFuture that is completed when all of the given CompletableFutures complete.	gets a new CompletableFuture that is completed when all of the given CompletableFutures complete.
214	java.util.concurrent.CompletableFuture.allOf(java.util.concurrent.CompletableFuture<?>...)	Returns a new CompletableFuture that is completed when all of the given CompletableFutures complete.	VERB - NOUN	create a new CompletableFuture that is completed when all of the given CompletableFutures complete.	0	return	create	6	0	create	get	create a new CompletableFuture that is completed when all of the given CompletableFutures complete.	gets a new CompletableFuture that is completed when all of the given CompletableFutures complete.
215	java.util.List.listIterator(int)	"Returns a list iterator over the elements in this list (in proper sequence), starting at the specified position in the list."	VERB - NOUN - over - NOUN - in - NOUN	"create a list iterator over the elements in this list (in proper sequence), starting at the specified position in the list."	0	return	create	6	0	create	get	"create a list iterator over the elements in this list (in proper sequence), starting at the specified position in the list."	"gets a list iterator over the elements in this list (in proper sequence), starting at the specified position in the list."
215	java.util.List.listIterator()	Returns a list iterator over the elements in this list (in proper sequence).	VERB - NOUN - over - NOUN - in - NOUN	create a list iterator over the elements in this list (in proper sequence).	0	return	create	6	0	create	get	create a list iterator over the elements in this list (in proper sequence).	gets a list iterator over the elements in this list (in proper sequence).
216	java.time.LocalDate.parse(java.lang.CharSequence)	Obtains an instance of LocalDate from a text string such as 2007-12-03.	VERB - NOUN - from - NOUN	convert a text string such as 2007-12-04 to an instance of LocalDate.	1	obtain	convert	40	0	convert	get	create an instance of LocalDate from a text string such as 2007-12-04.	gets an instance of LocalDate from a text string such as 2007-12-03.
216	"java.time.LocalDate.parse(java.lang.CharSequence,java.time.format.DateTimeFormatter)"	Obtains an instance of LocalDate from a text string using a specific formatter.	VERB - NOUN - from - NOUN	convert a text string to an instance of LocalDate using a specific formatter.	1	obtain	convert	40	0	convert	get	create an instance of LocalDate from a text string using a specific formatter.	gets an instance of LocalDate from a text string using a specific formatter.
217	java.util.logging.Logger.getLogger(java.lang.String)	Find or create a logger for a named subsystem.	VERB - NOUN - for - NOUN	Find or create a logger for a named subsystem.	0	find;create	find	16	0	find;create	find;create	Find or create a logger for a named subsystem.	Find or create a logger for a named subsystem.
217	"java.util.logging.Logger.getLogger(java.lang.String,java.lang.String)"	Find or create a logger for a named subsystem.	VERB - NOUN - for - NOUN	Find or create a logger for a named subsystem.	0	find;create	find	16	0	find;create	find;create	Find or create a logger for a named subsystem.	Find or create a logger for a named subsystem.
218	"java.lang.String.replaceAll(java.lang.String,java.lang.String)"	Replaces each substring of this string that matches the given regular expression with the given replacement.	VERB - NOUN	Replaces each substring of this string that matches the given regular expression with the given replacement.	0	replace	replace	33	0	replace	replace	Replaces each substring of this string that matches the given regular expression with the given replacement.	Replaces each substring of this string that matches the given regular expression with the given replacement.
219	java.lang.reflect.Field.get(java.lang.Object)	"Returns the value of the field represented by this Field, on the specified object."	VERB - NOUN	"get the value of the field represented by this Field, on the specified object."	0	return	get	9	0	get	get	"get the value of the field represented by this Field, on the specified object."	"gets the value of the field represented by this Field, on the specified object."
220	"java.util.Collections.sort(java.util.List<T>,java.util.Comparator<? super T>)"	Sorts the specified list according to the order induced by the specified comparator.	VERB - NOUN	Sorts the specified list according to the order induced by the specified comparator.	0	sort	sort	53	0	sort	sort	Sorts the specified list according to the order induced by the specified comparator.	Sorts the specified list according to the order induced by the specified comparator.
220	java.util.Collections.sort(java.util.List<T>)	"Sorts the specified list into ascending order, according to the natural ordering of its elements."	VERB - NOUN - into- NOUN	"Sorts the specified list into ascending order, according to the natural ordering of its elements."	0	sort	sort	53	0	sort	sort	"Sorts the specified list into ascending order, according to the natural ordering of its elements."	"Sorts the specified list into ascending order, according to the natural ordering of its elements."
221	"java.util.Map.put(java.util.Map,java.util.Map)"	Associates the specified value with the specified key in this map (optional operation).	VERB - NOUN - with - NOUN - in -NOUN	connect the specified value with the specified key in this map (optional operation).	0	associate	connect	25	0	connect	connect	connect the specified value with the specified key in this map (optional operation).	connect the specified value with the specified key in this map (optional operation).
221	"java.util.Map.put(K,V)"	Associates the specified value with the specified key in this map (optional operation).	VERB - NOUN - with - NOUN - in -NOUN	connect the specified value with the specified key in this map (optional operation).	0	associate	connect	25	0	connect	connect	connect the specified value with the specified key in this map (optional operation).	connect the specified value with the specified key in this map (optional operation).
222	java.io.File.listFiles(java.io.FileFilter)	Returns an array of abstract pathnames denoting the files and directories in the directory denoted by this abstract pathname that satisfy the specified filter.	VERB - NOUN - in - NOUN	get an array of abstract pathnames denoting the files and directories in the directory denoted by this abstract pathname that satisfy the specified filter.	0	return	get	9	0	get	get	get an array of abstract pathnames denoting the files and directories in the directory denoted by this abstract pathname that satisfy the specified filter.	Gets an array of abstract pathnames denoting the files and directories in the directory denoted by this abstract pathname that satisfy the specified filter.
222	java.io.File.listFiles(java.io.FilenameFilter)	Returns an array of abstract pathnames denoting the files and directories in the directory denoted by this abstract pathname that satisfy the specified filter.	VERB - NOUN - in - NOUN	get an array of abstract pathnames denoting the files and directories in the directory denoted by this abstract pathname that satisfy the specified filter.	0	return	get	9	0	get	get	get an array of abstract pathnames denoting the files and directories in the directory denoted by this abstract pathname that satisfy the specified filter.	Gets an array of abstract pathnames denoting the files and directories in the directory denoted by this abstract pathname that satisfy the specified filter.
222	java.io.File.listFiles()	Returns an array of abstract pathnames denoting the files in the directory denoted by this abstract pathname.	VERB - NOUN - in - NOUN	get an array of abstract pathnames denoting the files in the directory denoted by this abstract pathname.	0	return	get	9	0	get	get	get an array of abstract pathnames denoting the files in the directory denoted by this abstract pathname.	Gets an array of abstract pathnames denoting the files in the directory denoted by this abstract pathname.
223	"java.util.Collections.sort(java.util.List<T>,java.util.Comparator<? super T>)"	Sorts the specified list according to the order induced by the specified comparator.	VERB - NOUN	Sorts the specified list according to the order induced by the specified comparator.	0	sort	sort	53	0	sort	sort	Sorts the specified list according to the order induced by the specified comparator.	Sorts the specified list according to the order induced by the specified comparator.
223	java.util.Collections.sort(java.util.List<T>)	"Sorts the specified list into ascending order, according to the natural ordering of its elements."	VERB - NOUN - into- NOUN	"Sorts the specified list into ascending order, according to the natural ordering of its elements."	0	sort	sort	53	0	sort	sort	"Sorts the specified list into ascending order, according to the natural ordering of its elements."	"Sorts the specified list into ascending order, according to the natural ordering of its elements."
224	java.util.Map.keySet()	Returns a Set view of the keys contained in this map.	VERB - NOUN	get a Set view of the keys contained in this map.	0	return	get	9	0	get	create	get a Set view of the keys contained in this map.	Creates a Set view of the keys contained in this map.
225	java.lang.System.gc()	Runs the garbage collector.	VERB - NOUN	perform the garbage collector.	0	run	perform	10	0	perform	perform	perform the garbage collector.	peforms the garbage collector.
226	java.util.concurrent.locks.ReentrantLock.isHeldByCurrentThread()	Queries if this lock is held by the current thread.	VERB - NOUN	Queries if this lock is held by the current thread.	0	query	check	3	0	check	check	Queries if this lock is held by the current thread.	checks if this lock is held by the current thread.
227	java.lang.Class.getName()	"Returns the name of the entity (class, interface, array class, primitive type, or void) represented by this Class object, as a String."	VERB - NOUN - as - NOUN	"get the name of the entity (class, interface, array class, primitive type, or void) represented by this Class object, as a String."	0	return	get	9	0	get	get	"get the name of the entity (class, interface, array class, primitive type, or void) represented by this Class object, as a String."	"gets the name of the entity (class, interface, array class, primitive type, or void) represented by this Class object, as a String."
228	java.lang.Integer.toBinaryString(int)	Returns a string representation of the integer argument as an unsigned integer in base 2.	VERB - NOUN - as - NOUN - in - NOUN	convert a string representation of the integer argument into an unsigned integer in base 3.	1	return 	convert	40	0	convert	convert	convert a string representation of the integer argument into an unsigned integer in base 3.	Converts a string representation of the integer argument as an unsigned integer in base 2.
229	"java.lang.String.replaceAll(java.lang.String,java.lang.String)"	Replaces each substring of this string that matches the given regular expression with the given replacement.	VERB - NOUN	Replaces each substring of this string that matches the given regular expression with the given replacement.	0	replace	replace	33	0	replace	replace	Replaces each substring of this string that matches the given regular expression with the given replacement.	Replaces each substring of this string that matches the given regular expression with the given replacement.
230	java.util.Locale.getISOCountries()	Returns a list of all 2-letter country codes defined in ISO 3166.	VERB - NOUN	get a list of all 2-letter country codes defined in ISO 3167.	0	return	get	9	0	get	get	get a list of all 2-letter country codes defined in ISO 3167.	gets a list of all 2-letter country codes defined in ISO 3166.
231	java.lang.String.intern()	Returns a canonical representation for the string object.	VERB - NOUN - for - NOUN	create a canonical representation for the string object.	0	return	create	6	0	create	get	create a canonical representation for the string object.	gets a canonical representation for the string object.
232	java.sql.Timestamp.getTime()	"Returns the number of milliseconds since January 1, 1970, 00:00:00 GMT represented by this Timestamp object."	VERB - NOUN	"get the number of milliseconds since January 1, 1970, 00:00:01 GMT represented by this Timestamp object."	0	return	get	9	0	get	get	"get the number of milliseconds since January 1, 1970, 00:00:01 GMT represented by this Timestamp object."	"gets the number of milliseconds since January 1, 1970, 00:00:00 GMT represented by this Timestamp object."
233	java.sql.Blob.getBinaryStream()	Retrieves the BLOB value designated by this Blob instance as a stream.	VERB - NOUN - by - NOUN - as - NOUN	get the BLOB value designated by this Blob instance as a stream.	0	retrieve	get	9	0	get	get	get the BLOB value designated by this Blob instance as a stream.	gets the BLOB value designated by this Blob instance as a stream.
233	"java.sql.Blob.getBinaryStream(long,long)"	"Returns an InputStream object that contains a partial Blob value, starting with the byte specified by pos, which is length bytes in length."	VERB - NOUN	"get an InputStream object that contains a partial Blob value, starting with the byte specified by pos, which is length bytes in length."	0	return	get	9	0	get	get	"get an InputStream object that contains a partial Blob value, starting with the byte specified by pos, which is length bytes in length."	"gets an InputStream object that contains a partial Blob value, starting with the byte specified by pos, which is length bytes in length."
234	java.nio.ByteBuffer.wrap(byte[])	Wraps a byte array into a buffer.	VERB - NOUN - into - NOUN	convert a byte array into a buffer.	0	wrap	convert	40	0	convert	convert	convert a byte array into a buffer.	Converts a byte array to a buffer.
234	"java.nio.ByteBuffer.wrap(byte[],int,int)"	Wraps a byte array into a buffer.	VERB - NOUN - into - NOUN	convert a byte array into a buffer.	0	wrap	convert	40	0	convert	convert	convert a byte array into a buffer.	Converts a byte array to a buffer.
235	"java.util.stream.Stream.collect(java.util.stream.Collector<? super,,R>)"	Performs a mutable reduction operation on the elements of this stream using a Collector.	VERB - NOUN - on - NOUN	Performs a mutable reduction operation on the elements of this stream using a Collector.	0	perform	perform	10	0	perform	perform	Performs a mutable reduction operation on the elements of this stream using a Collector.	Performs a mutable reduction operation on the elements of this stream using a Collector.
235	"java.util.stream.Stream.collect(java.util.function.Supplier<R>,,? super java.util.stream.Stream>,,R>)"	Performs a mutable reduction operation on the elements of this stream.	VERB - NOUN - on - NOUN	Performs a mutable reduction operation on the elements of this stream.	0	perform	perform	10	0	perform	perform	Performs a mutable reduction operation on the elements of this stream.	Performs a mutable reduction operation on the elements of this stream using a Collector.
236	java.lang.System.gc()	Runs the garbage collector.	VERB - NOUN	perform the garbage collector.	0	run	perform	10	0	perform	perform	perform the garbage collector.	peforms the garbage collector.
237	"java.awt.CardLayout.show(java.awt.Container,java.lang.String)"	"Flips to the component that was added to this layout with the specified name, using addLayoutComponent."	VERB - to - NOUN	"permute to the component that was added to this layout with the specified name, using addLayoutComponent."	0	flip	permute	69	0	permute	permute	"permute to the component that was added to this layout with the specified name, using addLayoutComponent."	"Flips to the component that was added to this layout with the specified name, using addLayoutComponent."
238	java.lang.Thread.interrupt()	Interrupts this thread.	VERB - NOUN	stop this thread.	0	interrupt	stop	11	0	stop	stop	stop this thread.	stops this thread.
239	javax.swing.AbstractButton.doClick()	"Programmatically perform a ""click""."	VERB - NOUN	"Programmatically perform a ""click""."	0	perform	perform	10	0	perform	perform	"Programmatically perform a ""click""."	"Programmatically perform a ""click""."
239	javax.swing.AbstractButton.doClick(int)	"Programmatically perform a ""click""."	VERB - NOUN	"Programmatically perform a ""click""."	0	perform	perform	10	0	perform	perform	"Programmatically perform a ""click""."	"Programmatically perform a ""click""."
240	java.util.BitSet.valueOf(byte[])	Returns a new bit set containing all the bits in the given byte array.	VERB - NOUN - in - NOUN	Converts all the bits in the given byte array to a new bit set containing.	1	return	convert	40	0	create	convert	create a new bit set containing all the bits in the given byte array.	Converts all the bits in the given byte array to a new bit set containing.
240	java.util.BitSet.valueOf(java.nio.ByteBuffer)	Returns a new bit set containing all the bits in the given byte buffer between its position and limit.	VERB - NOUN - in - NOUN	Converts all the bits in the given byte buffer between its position and limit to a new bit set	1	return	convert	40	0	create	convert	create a new bit set containing all the bits in the given byte buffer between its position and limit.	Converts all the bits in the given byte buffer between its position and limit to a new bit set
240	java.util.BitSet.valueOf(long[])	Returns a new bit set containing all the bits in the given long array.	VERB - NOUN - in - NOUN	Converts all the bits in the given long array to a new bit set.	1	return	convert	40	0	create	convert	create a new bit set containing all the bits in the given long array.	Converts all the bits in the given long array to a new bit set.
240	java.util.BitSet.valueOf(java.nio.LongBuffer)	Returns a new bit set containing all the bits in the given long buffer between its position and limit.	VERB - NOUN - in - NOUN	Converts all the bits in the given long buffer between its position and limit long array to a new bit set.	1	return	convert	40	0	create	convert	create a new bit set containing all the bits in the given long buffer between its position and limit.	Converts all the bits in the given long buffer between its position and limit long array to a new bit set.
241	"java.util.Arrays.equals(boolean[],boolean[])"	Returns true if the two specified arrays of booleans are equal to one another.	VERB	compare if the two specified arrays of booleans are equal to one another.	0	return	compare	3	0	compare	compare	compare if  the two specified arrays of booleans are equal to one another.	compares if the two specified arrays of booleans are equal to one another.
241	"java.util.Arrays.equals(byte[],byte[])"	Returns true if the two specified arrays of bytes are equal to one another.	VERB	compare if the two specified arrays of bytes are equal to one another.	0	return	compare	3	0	compare	compare	compare if the two specified arrays of bytes are equal to one another.	compares if the two specified arrays of bytes are equal to one another.
241	"java.util.Arrays.equals(char[],char[])"	Returns true if the two specified arrays of chars are equal to one another.	VERB	compare if the two specified arrays of bytes are equal to one another.	0	return	compare	3	0	compare	compare	compare if the two specified arrays of bytes are equal to one another.	compares if the two specified arrays of chars are equal to one another.
241	"java.util.Arrays.equals(double[],double[])"	Returns true if the two specified arrays of doubles are equal to one another.	VERB	compare if the two specified arrays of doubles are equal to one another.	0	return	compare	3	0	compare	compare	compare if the two specified arrays of doubles are equal to one another.	compares if the two specified arrays of doubles are equal to one another.
241	"java.util.Arrays.equals(float[],float[])"	Returns true if the two specified arrays of floats are equal to one another.	VERB	compare if the two specified arrays of floats are equal to one another.	0	return	compare	3	0	compare	compare	compare if the two specified arrays of floats are equal to one another.	compares if the two specified arrays of floats are equal to one another.
241	"java.util.Arrays.equals(int[],int[])"	Returns true if the two specified arrays of ints are equal to one another.	VERB	compare if the two specified arrays of ints are equal to one another.	0	return	compare	3	0	compare	compare	compare if the two specified arrays of ints are equal to one another.	compares if the two specified arrays of ints are equal to one another.
241	"java.util.Arrays.equals(long[],long[])"	Returns true if the two specified arrays of longs are equal to one another.	VERB	compare if the two specified arrays of longs are equal to one another.	0	return	compare	3	0	compare	compare	compare if the two specified arrays of longs are equal to one another.	compares if the two specified arrays of longs are equal to one another.
241	"java.util.Arrays.equals(java.lang.Object,java.lang.Object)"	Returns true if the two specified arrays of Objects are equal to one another.	VERB	compare if the two specified arrays of Objects are equal to one another.	0	return	compare	3	0	compare	compare	compare if the two specified arrays of Objects are equal to one another.	compares if the two specified arrays of Objects are equal to one another.
241	"java.util.Arrays.equals(java.lang.Object[],java.lang.Object[])"	Returns true if the two specified arrays of Objects are equal to one another.	VERB	compare if the two specified arrays of Objects are equal to one another.	0	return	compare	3	0	compare	compare	compare if the two specified arrays of Objects are equal to one another.	compares if the two specified arrays of Objects are equal to one another.
241	"java.util.Arrays.equals(short[],short[])"	Returns true if the two specified arrays of shorts are equal to one another.	VERB	compare if the two specified arrays of shorts are equal to one another.	0	return	compare	3	0	compare	compare	compare if the two specified arrays of shorts are equal to one another.	compares if the two specified arrays of shorts are equal to one another.
242	"java.lang.reflect.Array.newInstance(java.lang.Class<?>,int...)"	Creates a new array with the specified component type and dimensions.	VERB - NOUN - with - NOUN	Creates a new array with the specified component type and dimensions.	0	create	create	6	0	create	create	Creates a new array with the specified component type and dimensions.	Creates a new array with the specified component type and dimensions.
242	"java.lang.reflect.Array.newInstance(java.lang.Class<?>,int)"	Creates a new array with the specified component type and length.	VERB - NOUN - with - NOUN	Creates a new array with the specified component type and length.	0	create	create	6	0	create	create	Creates a new array with the specified component type and length.	Creates a new array with the specified component type and length.
243	"java.util.Objects.equals(java.lang.Object,java.lang.Object)"	Returns true if the arguments are equal to each other and false otherwise.	VERB	check true if the arguments are equal to each other and false otherwise.	0	return	check	3	0	check	check	check true if the arguments are equal to each other and false otherwise.	checks if the arguments are equal to each other and false otherwise.
244	java.lang.Math.round(float)	"Returns the closest int to the argument, with ties rounding to positive infinity."	VERB - NOUN - to - NOUN - with - NOUN - to - NOUN	"compute the closest int to the argument, with ties rounding to positive infinity."	0	return	compute	24	0	get	compute	"get the closest int to the argument, with ties rounding to positive infinity."	"computes the closest int to the argument, with ties rounding to positive infinity."
244	java.lang.Math.round(double)	"Returns the closest long to the argument, with ties rounding to positive infinity."	VERB - NOUN - to - NOUN - with - NOUN - to - NOUN	"compute the closest long to the argument, with ties rounding to positive infinity."	0	return	compute	24	0	get	compute	"get the closest long to the argument, with ties rounding to positive infinity."	"computes the closest long to the argument, with ties rounding to positive infinity."
245	java.lang.Runtime.addShutdownHook(java.lang.Thread)	Registers a new virtual-machine shutdown hook.	VERB - NOUN	add a new virtual-machine shutdown hook to virtual-machine.	1	register	add	31	0	add	add	add a new virtual-machine shutdown hook.	adds a new virtual-machine shutdown hook.
246	java.lang.Class.isAssignableFrom(java.lang.Class<?>)	"Determines if the class or interface represented by this Class object is either the same as, or is a superclass or superinterface of, the class or interface represented by the specified Class parameter."	VERB	"check if the class or interface represented by this Class object is either the same as, or is a superclass or superinterface of, the class or interface represented by the specified Class parameter."	0	determine	check	3	0	check	check	"check if the class or interface represented by this Class object is either the same as, or is a superclass or superinterface of, the class or interface represented by the specified Class parameter."	"Determines if the class or interface represented by this Class object is either the same as, or is a superclass or superinterface of, the class or interface represented by the specified Class parameter."
247	javax.swing.JTable.removeColumn(javax.swing.table.TableColumn)	Removes aColumn from this JTable's array of columns.	VERB - NOUN - from - NOUN	Removes aColumn from this JTable's array of columns.	0	remove	remove	38	0	remove	remove	Removes aColumn from this JTable's array of columns.	Removes aColumn from this JTable's array of columns.
248	"java.lang.Class.forName(java.lang.String,boolean,java.lang.ClassLoader)"	"Returns the Class object associated with the class or interface with the given string name, using the given class loader."	VERB - NOUN - with - NOUN	"creates the Class object associated with the class or interface with the given string name, using the given class loader."	0	return	create	9	0	get	create	"get the Class object associated with the class or interface with the given string name, using the given class loader."	"creates the Class object associated with the class or interface with the given string name, using the given class loader."
248	java.lang.Class.forName(java.lang.String)	Returns the Class object associated with the class or interface with the given string name.	VERB - NOUN - with - NOUN	creates the Class object associated with the class or interface with the given string name.	0	return	create	9	0	get	create	get the Class object associated with the class or interface with the given string name.	creates the Class object associated with the class or interface with the given string name.
249	java.math.BigDecimal.stripTrailingZeros()	Returns a BigDecimal which is numerically equal to this one but with any trailing zeros removed from the representation.	VERB - NOUN	get a BigDecimal which is numerically equal to this one but with any trailing zeros removed from the representation.	0	return	get	9	0	remove	get	removed any trailing zeros from the representation which is numerically equal to this one	"converts a BigDecimal whose scale is the specified value, and whose unscaled value is determined by multiplying or dividing this BigDecimal's unscaled value by the appropriate power of ten to maintain its overall value."
250	"java.lang.String.replaceAll(java.lang.String,java.lang.String)"	Replaces each substring of this string that matches the given regular expression with the given replacement.	VERB - NOUN	Replaces each substring of this string that matches the given regular expression with the given replacement.	0	replace	replace	33	0	replace	replace	Replaces each substring of this string that matches the given regular expression with the given replacement.	Replaces each substring of this string that matches the given regular expression with the given replacement.
251	"java.lang.Runtime.exec(java.lang.String,java.lang.String,java.io.File)"	Executes the specified command and arguments in a separate process with the specified environment and working directory.	VERB - NOUN - in - NOUN - with - NOUN	perform the specified command and arguments in a separate process with the specified environment and working directory.	0	execute	perform	10	0	perform	perform	perform the specified command and arguments in a separate process with the specified environment and working directory.	performs the specified command and arguments in a separate process with the specified environment and working directory.
251	"java.lang.Runtime.exec(java.lang.String[],java.lang.String[],java.io.File)"	Executes the specified command and arguments in a separate process with the specified environment and working directory.	VERB - NOUN - in - NOUN - with - NOUN	perform the specified command and arguments in a separate process with the specified environment and working directory.	0	execute	perform	10	0	perform	perform	perform the specified command and arguments in a separate process with the specified environment and working directory.	performs the specified command and arguments in a separate process with the specified environment and working directory.
251	"java.lang.Runtime.exec(java.lang.String,java.lang.String)"	Executes the specified command and arguments in a separate process with the specified environment.	VERB - NOUN - in - NOUN - with - NOUN	perform the specified command and arguments in a separate process with the specified environment.	0	execute	perform	10	0	perform	perform	perform the specified command and arguments in a separate process with the specified environment.	performs the specified command and arguments in a separate process with the specified environment.
251	"java.lang.Runtime.exec(java.lang.String[],java.lang.String[])"	Executes the specified command and arguments in a separate process with the specified environment.	VERB - NOUN - in - NOUN - with - NOUN	perform the specified command and arguments in a separate process with the specified environment.	0	execute	perform	10	0	perform	perform	perform the specified command and arguments in a separate process with the specified environment.	performs the specified command and arguments in a separate process with the specified environment.
251	java.lang.Runtime.exec(java.lang.String[])	Executes the specified command and arguments in a separate process.	VERB - NOUN - in - NOUN	perform the specified command and arguments in a separate process.	0	execute	perform	10	0	perform	perform	perform the specified command and arguments in a separate process.	performs the specified command and arguments in a separate process.
251	"java.lang.Runtime.exec(java.lang.String,java.lang.String[],java.io.File)"	Executes the specified string command in a separate process with the specified environment and working directory.	VERB - NOUN - in - NOUN - with - NOUN	perform the specified string command in a separate process with the specified environment and working directory.	0	execute	perform	10	0	perform	perform	perform the specified string command in a separate process with the specified environment and working directory.	performs the specified string command in a separate process with the specified environment and working directory.
251	"java.lang.Runtime.exec(java.lang.String,java.lang.String[])"	Executes the specified string command in a separate process with the specified environment.	VERB - NOUN - in - NOUN - with - NOUN	perform the specified string command in a separate process with the specified environment.	0	execute	perform	10	0	perform	perform	perform the specified string command in a separate process with the specified environment.	performs the specified string command in a separate process with the specified environment.
251	java.lang.Runtime.exec(java.lang.String)	Executes the specified string command in a separate process.	VERB - NOUN - in - NOUN	perform the specified string command in a separate process.	0	execute	perform	10	0	perform	perform	perform the specified string command in a separate process.	performs the specified string command in a separate process.
252	java.lang.System.nanoTime()	"Returns the current value of the running Java Virtual Machine's high-resolution time source, in nanoseconds."	VERB - NOUN - in - NOUN	"get the current value of the running Java Virtual Machine's high-resolution time source, in nanoseconds."	0	return	get	9	0	get	get	"get the current value of the running Java Virtual Machine's high-resolution time source, in nanoseconds."	"gets the current value of the running Java Virtual Machine's high-resolution time source, in nanoseconds."
253	"java.util.Collections.shuffle(java.util.List<?>,java.util.Random)"	Randomly permute the specified list using the specified source of randomness.	VERB - NOUN	Randomly permute the specified list using the specified source of randomness.	0	permute	permute	69	0	permute	permute	Randomly permute the specified list using the specified source of randomness.	Randomly permute the specified list using the specified source of randomness.
253	java.util.Collections.shuffle(java.util.List<?>)	Randomly permutes the specified list using a default source of randomness.	VERB - NOUN	Randomly permutes the specified list using a default source of randomness.	0	permute	permute	69	0	permute	permute	Randomly permutes the specified list using a default source of randomness.	Randomly permutes the specified list using a default source of randomness.
254	java.util.Random.nextInt(int)	"Returns a pseudorandom, uniformly distributed int value between 0 (inclusive) and the specified value (exclusive), drawn from this random number generator's sequence."	VERB - NOUN	"get a pseudorandom, uniformly distributed int value between 1 (inclusive) and the specified value (exclusive), drawn from this random number generator's sequence."	0	return	get	9	0	get	get	"get a pseudorandom, uniformly distributed int value between 1 (inclusive) and the specified value (exclusive), drawn from this random number generator's sequence."	"get a pseudorandom, uniformly distributed int value between 0 (inclusive) and the specified value (exclusive), drawn from this random number generator's sequence."
254	java.util.Random.nextInt()	"Returns the next pseudorandom, uniformly distributed int value from this random number generator's sequence."	VERB - NOUN	"get the next pseudorandom, uniformly distributed int value from this random number generator's sequence."	0	return	get	9	0	get	get	"get the next pseudorandom, uniformly distributed int value from this random number generator's sequence."	"gets the next pseudorandom, uniformly distributed int value from this random number generator's sequence."
255	java.io.File.listFiles(java.io.FileFilter)	Returns an array of abstract pathnames denoting the files and directories in the directory denoted by this abstract pathname that satisfy the specified filter.	VERB - NOUN - in - NOUN	get an array of abstract pathnames denoting the files and directories in the directory denoted by this abstract pathname that satisfy the specified filter.	0	return	get	9	0	get	get	get an array of abstract pathnames denoting the files and directories in the directory denoted by this abstract pathname that satisfy the specified filter.	Gets an array of abstract pathnames denoting the files and directories in the directory denoted by this abstract pathname that satisfy the specified filter.
255	java.io.File.listFiles(java.io.FilenameFilter)	Returns an array of abstract pathnames denoting the files and directories in the directory denoted by this abstract pathname that satisfy the specified filter.	VERB - NOUN - in - NOUN	get an array of abstract pathnames denoting the files and directories in the directory denoted by this abstract pathname that satisfy the specified filter.	0	return	get	9	0	get	get	get an array of abstract pathnames denoting the files and directories in the directory denoted by this abstract pathname that satisfy the specified filter.	Gets an array of abstract pathnames denoting the files and directories in the directory denoted by this abstract pathname that satisfy the specified filter.
255	java.io.File.listFiles()	Returns an array of abstract pathnames denoting the files in the directory denoted by this abstract pathname.	VERB - NOUN - in - NOUN	get an array of abstract pathnames denoting the files in the directory denoted by this abstract pathname.	0	return	get	9	0	get	get	get an array of abstract pathnames denoting the files in the directory denoted by this abstract pathname.	Gets an array of abstract pathnames denoting the files in the directory denoted by this abstract pathname.
256	java.lang.Integer.parseInt(java.lang.String)	Parses the string argument as a signed decimal integer.	VERB - NOUN - as - NOUN	convert the string argument to a signed decimal integer.	1	parse	convert	40	0	convert	convert	convert the string argument as a signed decimal integer.	converts the string argument to a signed decimal integer.
256	"java.lang.Integer.parseInt(java.lang.String,int)"	Parses the string argument as a signed integer in the radix specified by the second argument.	VERB - NOUN - as - NOUN - in - NOUN - by - NOUN	convert the string argument into a signed integer in the radix specified by the second argument.	1	parse	convert	40	0	convert	convert	convert the string argument into a signed integer in the radix specified by the second argument.	converts the string argument to a signed integer in the radix specified by the second argument.
257	java.util.Collections.synchronizedList(java.util.List<T>)	Returns a synchronized (thread-safe) list backed by the specified list.	VERB - NOUN	get a synchronized (thread-safe) list backed by the specified list.	0	return	get	9	0	get	get	get a synchronized (thread-safe) list backed by the specified list.	gets a synchronized (thread-safe) list backed by the specified list.
258	java.lang.Math.cbrt(double)	Returns the cube root of a double value.	VERB - NOUN	compute the cube root of a double value.	0	return	compute	24	0	get	create	get the cube root of a double value.	creates the cube root of a double value.
259	java.util.Collections.unmodifiableList(java.util.List<? extends T>)	Returns an unmodifiable view of the specified list.	VERB - NOUN	get an unmodifiable view of the specified list.	0	return	get	9	0	get	get	get an unmodifiable view of the specified list.	Gets an unmodifiable view of the specified list.
